item_id,order_id,food_id,quantity,unit_price
1106,618,21717,2,299.00
1107,338,545,1,200.00
1108,338,1649,3,15.00
1109,338,10878,1,140.00
1110,619,6754,1,230.00
1111,619,12107,1,240.00
1112,619,4026,1,225.00
1113,339,3619,2,35.00
1114,339,3621,3,35.00
1115,339,3618,3,35.00
1116,339,3622,2,35.00
1117,620,3619,1,35.00
1118,340,807,1,209.00
1119,340,1239,3,150.00
1120,340,1213,1,70.00
1121,621,1212,3,150.00
1122,621,1230,2,19.00
1123,621,1217,1,100.00
1124,341,870,1,119.00
1125,341,818,3,220.00
1126,622,871,1,119.00
1127,622,802,1,119.00
1128,342,1077,2,40.00
1129,342,1074,3,20.00
1130,342,1078,2,70.00
1131,623,1078,1,70.00
1132,343,3452,1,65.00
1133,343,3446,1,80.00
1134,343,3466,1,50.00
1135,343,1028,3,30.00
1136,624,1997,1,50.00
1137,624,1534,2,45.00
1138,624,330,2,30.00
1139,344,1168,2,20.00
1140,344,1166,2,40.00
1141,344,1165,3,30.00
1142,625,1167,1,50.00
1143,345,929,1,80.00
1144,345,930,3,30.00
1145,345,928,2,80.00
1146,345,931,2,50.00
1147,626,930,3,30.00
1148,626,928,3,80.00
1149,626,205,1,50.00
1150,626,926,3,60.00
1151,346,1214,1,60.00
1152,346,809,3,180.00
1153,346,1293,2,60.00
1154,627,1272,2,290.00
1155,627,1271,1,270.00
1156,347,952,2,20.00
1157,347,205,1,50.00
1158,347,945,1,50.00
1159,628,926,1,60.00
1160,628,948,3,120.00
1161,348,1421,2,309.00
1162,348,1448,1,20.00
1163,348,1405,2,229.00
1164,348,1391,2,80.00
1165,629,1381,2,200.00
1166,629,1434,1,159.00
1167,629,1379,3,80.00
1168,349,380,3,119.00
1169,349,527,2,187.00
1170,630,478,3,162.00
1171,630,1,3,65.00
1172,350,753,1,84.00
1173,350,130,1,84.00
1174,631,740,2,349.00
1175,631,745,1,89.00
1176,351,3009,1,25.00
1177,632,815,3,12.00
1178,632,14,1,90.00
1179,632,256,1,80.00
1180,632,214,3,25.00
1181,352,798,3,90.00
1182,633,3043,1,6.00
1183,353,3039,3,99.00
1184,353,47,1,89.00
1185,634,3021,2,69.00
1186,354,8231,1,85.00
1187,354,9367,1,75.00
1188,635,13724,1,75.00
1189,635,24355,3,160.00
1190,635,17185,1,80.00
1191,355,15042,1,105.00
1192,636,15039,1,125.00
1193,356,95,3,120.00
1194,356,25079,2,165.00
1195,356,25068,3,145.00
1196,637,25092,1,95.00
1197,637,95,1,120.00
1198,637,25080,1,160.00
1199,637,25072,1,165.00
1200,357,2604,1,100.00
1201,357,2462,1,160.00
1202,638,5320,2,120.00
1203,358,1262,1,420.00
1204,358,4287,1,195.00
1205,358,4353,3,290.00
1206,358,4419,1,60.00
1207,639,4465,1,380.00
1208,639,4309,2,300.00
1209,359,3774,1,240.00
1210,359,242,3,90.00
1211,359,3752,3,179.00
1212,640,3772,3,220.00
1213,640,3751,2,199.00
1214,640,3768,3,119.00
1215,360,3977,3,180.00
1216,360,4032,2,200.00
1217,641,4006,2,240.00
1218,641,4025,2,250.00
1219,361,256,2,45.00
1220,361,4914,2,55.00
1221,361,4915,3,45.00
1222,361,4923,1,88.00
1223,642,256,1,45.00
1224,642,4923,3,88.00
1225,642,4915,2,45.00
1226,642,4920,2,45.00
1227,362,4037,3,250.00
1228,362,817,2,60.00
1229,643,1279,3,280.00
1230,363,4883,3,48.10
1231,363,4912,1,39.00
1232,644,4841,2,124.00
1233,364,3778,3,170.00
1234,364,4383,2,170.00
1235,364,3978,3,140.00
1236,364,29,2,160.00
1237,645,4647,1,250.00
1238,645,4316,1,60.00
1239,645,4459,3,290.00
1240,365,2327,3,125.00
1241,365,2373,3,198.00
1242,365,2324,3,669.00
1243,646,2343,3,79.00
1244,646,2336,2,55.00
1245,646,2314,2,439.00
1246,366,12529,3,140.00
1247,366,11398,3,330.00
1248,366,2462,3,280.00
1249,366,12606,3,320.00
1250,647,12662,2,350.00
1251,647,568,1,280.00
1252,647,2625,3,300.00
1253,367,24345,1,699.00
1254,648,24297,3,399.00
1255,648,24263,1,399.00
1256,368,10322,1,90.00
1257,368,10358,2,150.00
1258,368,6749,2,300.00
1259,368,10460,1,280.00
1260,649,2620,1,240.00
1261,649,10323,1,350.00
1262,369,98,3,125.00
1263,369,10239,2,190.00
1264,369,10258,1,85.00
1265,650,95,2,70.00
1266,650,91,1,125.00
1267,650,7068,2,140.00
1268,650,10247,3,80.00
1269,370,11363,2,220.00
1270,370,11387,3,280.00
1271,370,11284,3,530.00
1272,651,11316,2,150.00
1273,651,3787,2,180.00
1274,651,11356,3,220.00
1275,371,372,3,99.00
1276,371,21185,3,139.00
1277,371,21233,3,159.00
1278,652,36,1,109.00
1279,652,21230,1,410.00
1280,652,104,2,129.00
1281,652,21197,2,60.00
1282,372,3840,2,80.00
1283,372,3944,1,80.00
1284,653,1212,2,60.00
1285,653,3568,3,70.00
1286,653,30,1,90.00
1287,373,3988,3,150.00
1288,654,3963,3,280.00
1289,374,234,1,120.00
1290,655,539,3,300.00
1291,655,556,2,180.00
1292,655,591,1,200.00
1293,655,538,2,220.00
1294,375,3585,3,30.00
1295,375,3572,3,45.00
1296,656,3582,2,30.00
1297,656,3573,1,55.00
1298,656,2573,2,60.00
1299,376,2858,1,80.00
1300,376,814,3,80.00
1301,376,809,1,110.00
1302,376,2845,2,99.00
1303,657,800,3,80.00
1304,657,2843,1,99.00
1305,657,2861,1,70.00
1306,657,2865,2,100.00
1307,377,8366,2,113.81
1308,377,25692,2,580.52
1309,658,25708,2,116.19
1310,378,27455,1,75.00
1311,659,27442,2,249.00
1312,379,5098,2,300.00
1313,379,8567,3,300.00
1314,379,5982,1,350.00
1315,660,21289,2,200.00
1316,380,3700,2,55.00
1317,380,3726,3,85.00
1318,661,3724,2,25.00
1319,661,3721,1,59.00
1320,661,3719,3,89.00
1321,381,29,3,79.00
1322,381,3787,2,89.00
1323,381,2992,1,79.00
1324,662,3789,1,99.00
1325,662,1243,3,79.00
1326,382,5553,3,200.00
1327,663,5557,1,85.00
1328,383,1238,1,160.00
1329,383,5169,3,180.00
1330,664,3956,2,260.00
1331,664,2614,3,300.00
1332,664,1282,2,290.00
1333,664,4155,1,280.00
1334,384,9275,1,135.00
1335,384,22021,1,120.00
1336,384,7009,1,200.00
1337,384,22108,1,120.00
1338,665,910,2,60.00
1339,385,1242,3,79.00
1340,666,312,3,40.00
1341,666,26795,2,179.00
1342,666,26757,2,99.00
1343,386,3922,1,139.00
1344,386,3875,1,300.00
1345,667,3839,3,160.00
1346,667,1275,1,230.00
1347,387,920,1,10.00
1348,387,916,1,40.00
1349,387,921,2,12.00
1350,668,918,3,120.00
1351,668,915,2,60.00
1352,668,923,2,35.00
1353,388,12492,1,100.00
1354,388,12509,2,80.00
1355,388,12399,3,150.00
1356,669,12406,1,160.00
1357,669,12392,2,130.00
1358,389,15320,2,299.00
1359,389,15633,2,345.00
1360,389,15401,2,375.00
1361,389,15376,1,495.00
1362,670,15368,1,475.00
1363,670,819,1,275.00
1364,670,15601,3,250.00
1365,390,3944,2,220.00
1366,390,5412,2,290.00
1367,390,1202,1,180.00
1368,390,5518,1,480.00
1369,671,1275,3,260.00
1370,671,3292,1,240.00
1371,391,1464,3,30.00
1372,672,1504,1,160.00
1373,672,1514,3,100.00
1374,672,1510,2,200.00
1375,672,1452,2,100.00
1376,392,14476,3,1499.00
1377,392,3794,1,209.00
1378,673,14614,1,299.00
1379,393,7336,3,249.00
1380,674,7336,1,249.00
1381,674,8216,1,289.00
1382,394,18969,3,94.00
1383,394,18963,3,99.00
1384,675,18969,2,94.00
1385,675,18969,1,309.32
1386,395,15102,3,290.00
1387,395,7121,3,150.00
1388,395,15256,3,75.00
1389,395,6693,1,315.00
1390,676,3840,3,315.00
1391,676,1225,2,90.00
1392,676,15281,2,290.00
1393,396,11463,3,261.90
1394,396,11511,2,185.71
1395,396,11514,2,57.14
1396,677,11474,2,280.95
1397,677,11488,1,304.76
1398,397,1546,1,35.00
1399,397,2911,3,50.00
1400,678,216,2,40.00
1401,678,2909,2,40.00
1402,398,6127,2,328.00
1403,398,6126,1,299.00
1404,679,6126,1,299.00
1405,679,6127,1,328.00
1406,399,26509,1,280.00
1407,399,26411,1,290.00
1408,399,26492,3,70.00
1409,399,1649,3,15.00
1410,680,17893,3,260.00
1411,680,3067,1,245.00
1412,400,21308,3,109.00
1413,681,798,1,99.00
1414,681,1212,2,141.00
1415,681,1439,3,139.00
1416,401,11440,3,250.00
1417,401,11440,3,250.00
1418,401,11448,1,250.00
1419,682,11440,3,250.00
1420,402,5715,3,145.00
1421,402,5730,1,265.00
1422,402,5715,3,145.00
1423,683,5712,2,239.00
1424,683,4880,2,180.00
1425,683,5706,1,648.00
1426,403,19735,3,330.00
1427,403,19727,3,325.00
1428,403,1695,3,120.00
1429,403,4426,2,150.00
1430,684,19604,2,440.00
1431,404,807,2,219.00
1432,404,1109,1,199.00
1433,404,893,2,180.00
1434,404,904,1,199.00
1435,685,897,1,160.00
1436,685,1079,1,219.00
1437,685,808,1,219.00
1438,405,9522,2,269.00
1439,405,9475,3,249.00
1440,405,9530,2,299.00
1441,405,9482,3,379.00
1442,686,9503,1,239.00
1443,686,9563,3,619.00
1444,686,9534,2,109.00
1445,406,1963,3,80.00
1446,406,2891,1,80.00
1447,406,2890,1,130.00
1448,406,2885,3,229.00
1449,687,2893,1,130.00
1450,687,2886,1,169.00
1451,687,2884,1,199.00
1452,407,21546,1,350.00
1453,688,21560,2,75.00
1454,688,21545,2,399.00
1455,688,21554,1,95.00
1456,408,21104,2,100.00
1457,408,21084,3,955.00
1458,689,21079,3,700.00
1459,689,21092,1,1270.00
1460,689,21096,1,825.00
1461,409,17619,3,330.00
1462,409,27050,3,250.00
1463,409,2262,3,140.00
1464,409,10286,3,330.00
1465,690,26953,1,100.00
1466,690,26990,3,140.00
1467,690,26963,2,110.00
1468,410,13625,3,350.00
1469,410,13564,1,250.00
1470,691,13420,3,275.00
1471,411,18410,1,270.00
1472,411,18631,2,286.00
1473,411,18376,1,185.00
1474,692,18667,1,182.00
1475,692,18383,1,64.00
1476,692,18376,2,185.00
1477,412,1519,2,125.00
1478,412,2156,2,120.00
1479,693,2250,2,70.00
1480,693,2166,1,100.00
1481,413,6842,1,70.00
1482,694,22414,1,90.00
1483,414,3511,2,50.00
1484,414,3515,2,70.00
1485,695,315,2,70.00
1486,695,372,3,70.00
1487,695,3494,1,100.00
1488,695,3477,1,120.00
1489,415,5221,3,25.00
1490,696,5219,1,20.00
1491,696,5222,1,15.00
1492,696,5225,1,20.00
1493,416,24596,2,77.38
1494,416,24605,1,81.25
1495,697,24590,2,148.80
1496,417,19862,1,20.00
1497,417,19868,3,26.00
1498,698,19922,2,494.00
1499,698,19919,1,20.00
1500,698,19850,3,24.00
1501,698,19895,3,11.00
1502,418,6570,1,270.00
1503,418,8484,1,250.00
1504,418,6764,3,270.00
1505,699,17236,2,255.00
1506,419,16728,2,179.00
1507,419,19519,1,229.00
1508,700,6764,2,179.00
1509,700,242,2,149.00
1510,700,3292,1,179.00
1511,420,2085,2,50.00
1512,420,902,2,150.00
1513,420,1976,2,90.00
1514,420,1519,1,125.00
1515,701,1871,1,50.00
1516,421,1703,3,45.00
1517,421,1528,2,50.00
1518,421,3016,1,70.00
1519,421,3017,2,70.00
1520,702,1546,3,45.00
1521,422,7405,1,80.00
1522,422,7377,1,20.00
1523,422,7419,3,350.00
1524,422,7426,2,60.00
1525,703,7418,2,350.00
1526,423,22143,3,50.00
1527,704,22145,1,90.00
1528,704,22162,2,130.00
1529,424,27255,3,20.00
1530,424,27220,1,25.00
1531,705,27175,2,50.00
1532,425,25041,3,265.00
1533,425,18401,2,569.00
1534,706,25030,3,225.00
1535,706,2351,1,55.00
1536,706,25000,2,585.00
1537,426,7178,1,175.00
1538,707,10811,1,85.00
1539,427,11248,1,89.00
1540,427,11242,3,209.00
1541,708,11256,1,209.00
1542,428,2097,3,180.00
1543,709,16409,1,95.00
1544,709,921,2,25.00
1545,709,16406,3,95.00
1546,709,2097,3,180.00
1547,429,809,3,150.00
1548,429,23339,2,180.00
1549,429,2625,3,185.00
1550,710,2462,1,150.00
1551,710,23436,1,180.00
1552,430,22343,3,75.00
1553,430,7247,2,100.00
1554,430,22324,3,90.00
1555,711,22340,3,80.00
1556,711,22343,1,75.00
1557,711,22346,3,85.00
1558,711,22348,1,60.00
1559,431,1307,3,109.00
1560,712,1337,2,119.00
1561,712,1306,1,79.00
1562,712,1312,1,109.00
1563,432,7048,2,160.00
1564,713,7054,3,120.00
1565,713,7071,3,140.00
1566,713,7060,1,90.00
1567,433,2622,3,120.00
1568,714,4132,2,90.00
1569,714,1649,3,12.00
1570,714,5518,1,185.00
1571,714,2622,3,120.00
1572,434,3987,1,179.00
1573,434,3787,1,129.00
1574,434,2462,2,179.00
1575,434,21476,3,249.00
1576,715,8165,2,119.00
1577,715,12553,1,299.00
1578,435,286,2,75.00
1579,716,290,3,70.00
1580,436,4473,3,350.00
1581,436,14383,1,260.00
1582,436,1202,3,240.00
1583,717,14375,3,350.00
1584,717,14366,2,320.00
1585,717,14337,1,110.00
1586,437,3567,1,60.00
1587,718,1247,1,90.00
1588,718,3564,1,15.00
1589,438,1010,1,104.00
1590,719,1061,2,39.00
1591,719,984,1,120.00
1592,719,1057,2,39.00
1593,719,970,3,39.00
1594,439,4768,1,167.00
1595,720,4751,2,167.00
1596,720,4708,3,75.00
1597,440,23056,2,350.00
1598,440,23027,3,450.00
1599,721,23066,2,365.00
1600,441,6871,1,330.00
1601,441,6426,1,250.00
1602,441,6885,1,270.00
1603,441,6937,2,290.00
1604,722,1135,3,110.00
1605,722,6920,3,260.00
1606,722,6860,1,240.00
1607,722,6913,3,240.00
1608,442,6525,2,260.00
1609,442,6584,2,240.00
1610,442,6437,1,250.00
1611,442,6545,3,270.00
1612,723,6487,2,230.00
1613,443,7700,2,172.80
1614,443,808,3,259.20
1615,443,2097,1,187.20
1616,443,7672,2,116.64
1617,724,1192,3,201.60
1618,444,13780,1,170.00
1619,444,13783,2,200.00
1620,444,4096,3,110.00
1621,444,11379,2,80.00
1622,725,8924,3,12.00
1623,725,865,1,240.00
1624,445,15670,1,55.00
1625,445,15662,1,109.00
1626,445,15661,1,91.00
1627,445,15660,1,118.00
1628,726,15660,2,118.00
1629,446,4196,1,90.00
1630,446,44,2,60.00
1631,446,27874,3,145.00
1632,446,27807,2,170.00
1633,727,27807,2,170.00
1634,727,3039,1,85.00
1635,447,24452,3,229.00
1636,447,291,1,85.00
1637,728,24520,2,329.00
1638,448,27085,1,89.00
1639,448,118,3,55.00
1640,729,5595,3,89.00
1641,729,27150,3,90.00
1642,449,1580,2,40.00
1643,449,1573,3,120.00
1644,449,3229,2,120.00
1645,449,2982,1,90.00
1646,730,1562,3,50.00
1647,730,3224,3,40.00
1648,730,3232,1,140.00
1649,450,2740,2,120.00
1650,450,808,3,115.00
1651,450,2745,3,85.00
1652,450,2482,2,110.00
1653,731,2756,3,40.00
1654,731,2482,3,110.00
1655,451,3210,2,189.00
1656,732,631,3,129.00
1657,732,2157,3,149.00
1658,732,3202,3,139.00
1659,452,1654,1,319.00
1660,452,1625,2,65.00
1661,452,1401,2,299.00
1662,452,1238,1,120.00
1663,733,907,2,15.00
1664,453,2664,2,7.00
1665,453,2687,3,210.00
1666,734,833,1,220.00
1667,734,2664,3,7.00
1668,734,2666,2,30.00
1669,734,2695,1,320.00
1670,454,212,1,110.00
1671,454,3308,3,160.00
1672,454,243,1,140.00
1673,735,811,2,150.00
1674,735,1191,3,170.00
1675,735,3310,1,130.00
1676,735,3322,3,185.00
1677,455,1028,2,39.00
1678,455,1695,2,75.00
1679,736,1732,1,180.00
1680,736,1682,2,643.00
1681,736,1712,1,566.00
1682,456,8905,3,590.00
1683,456,8850,2,210.00
1684,456,8672,2,120.00
1685,456,3849,1,130.00
1686,737,2592,3,250.00
1687,737,46,2,110.00
1688,737,8559,1,240.00
1689,737,8880,3,130.00
1690,457,14896,3,265.00
1691,457,16713,2,400.00
1692,738,15105,3,270.00
1693,458,22204,3,120.00
1694,739,22197,1,260.00
1695,739,22206,2,170.00
1696,739,22199,2,660.00
1697,739,22207,1,270.00
1698,459,6613,3,128.00
1699,740,10817,3,128.00
1700,740,10857,1,148.00
1701,460,7591,1,15.00
1702,460,1704,3,20.00
1703,741,7600,1,40.00
1704,461,2901,2,50.00
1705,461,2900,3,50.00
1706,742,2900,3,50.00
1707,462,809,2,70.00
1708,743,3065,2,60.00
1709,743,3058,3,50.00
1710,743,2097,2,60.00
1711,743,3078,1,180.00
1712,463,238,3,90.00
1713,744,213,1,15.60
1714,464,1825,1,105.00
1715,464,1860,1,160.00
1716,464,1816,2,130.00
1717,745,1765,1,220.00
1718,745,36,3,135.00
1719,745,1824,1,118.00
1720,745,1819,3,120.00
1721,465,9311,2,190.48
1722,746,9296,1,285.71
1723,746,948,1,114.29
1724,466,2506,3,25.00
1725,466,1262,3,250.00
1726,747,11357,1,140.00
1727,747,8668,2,170.00
1728,747,45,2,70.00
1729,747,16320,1,210.00
1730,467,5807,3,265.00
1731,467,5784,2,245.00
1732,467,3191,2,205.00
1733,467,5859,1,115.00
1734,748,5785,3,245.00
1735,748,5761,1,129.00
1736,748,5791,2,245.00
1737,468,1748,1,120.00
1738,749,2714,3,140.00
1739,749,2712,3,130.00
1740,749,2734,1,80.00
1741,469,729,1,85.00
1742,469,2937,2,40.00
1743,750,2943,2,35.00
1744,750,2935,1,53.00
1745,750,2941,1,40.00
1746,470,11211,3,159.00
1747,470,3795,2,149.00
1748,470,9175,3,149.00
1749,751,20989,3,180.00
1750,751,6481,2,149.00
1751,751,11211,1,159.00
1752,751,4577,3,179.00
1753,471,17341,1,80.00
1754,752,8157,3,360.00
1755,752,15314,3,270.00
1756,472,17608,1,80.00
1757,472,6411,1,80.00
1758,753,17608,3,520.00
1759,753,6411,1,80.00
1760,753,21908,1,95.00
1761,753,21917,2,35.00
1762,473,1,3,99.00
1763,754,16856,3,339.00
1764,474,815,2,7.00
1765,755,2772,1,85.00
1766,755,2802,2,100.00
1767,755,2771,2,45.00
1768,475,1229,1,50.00
1769,475,18874,2,270.00
1770,475,1214,2,50.00
1771,756,2546,1,50.00
1772,756,18874,1,270.00
1773,756,9709,2,110.00
1774,756,794,1,225.00
1775,476,20438,3,225.00
1776,476,7317,1,250.00
1777,757,12672,3,275.00
1778,757,18881,1,210.00
1779,477,14164,3,80.00
1780,758,14117,3,70.00
1781,758,117,2,85.00
1782,758,14198,3,40.00
1783,478,3173,2,239.00
1784,478,3156,1,199.00
1785,759,3113,2,130.00
1786,759,3117,3,79.00
1787,759,3181,3,199.00
1788,479,809,2,219.00
1789,479,2123,1,19.00
1790,479,2094,3,199.00
1791,760,808,2,199.00
1792,760,2094,3,199.00
1793,760,3107,2,139.00
1794,480,806,2,200.00
1795,761,817,1,50.00
1796,761,2115,3,50.00
1797,761,1211,1,100.00
1798,481,2101,2,95.00
1799,481,1219,1,30.00
1800,481,1649,2,13.00
1801,762,23204,3,130.00
1802,762,1424,3,80.00
1803,482,1028,3,50.00
1804,482,204,3,47.00
1805,482,3608,3,70.00
1806,482,3600,2,500.00
1807,763,3600,2,500.00
1808,763,3598,2,570.00
1809,763,204,2,47.00
1810,763,1028,2,50.00
1811,483,568,2,140.00
1812,483,808,3,210.00
1813,483,3680,2,220.00
1814,764,568,3,140.00
1815,764,1227,1,60.00
1816,764,1231,3,30.00
1817,764,796,2,170.00
1818,484,10283,1,420.00
1819,765,10283,3,420.00
1820,485,568,1,229.00
1821,485,21135,2,45.00
1822,766,21173,1,169.00
1823,766,21129,1,267.00
1824,486,5233,2,60.00
1825,486,5245,3,500.00
1826,486,5240,2,50.00
1827,486,5232,1,55.00
1828,767,5239,2,40.00
1829,767,5243,1,40.00
1830,767,4793,3,40.00
1831,767,5229,3,40.00
1832,487,2616,3,400.00
1833,487,2655,2,200.00
1834,487,2550,3,120.00
1835,487,2591,2,350.00
1836,768,2502,2,270.00
1837,768,1661,3,350.00
1838,768,2552,3,150.00
1839,768,794,2,180.00
1840,488,20331,2,450.00
1841,488,20310,3,230.00
1842,488,20191,3,100.00
1843,488,20275,2,270.00
1844,769,7029,2,100.00
1845,769,20314,1,280.00
1846,769,20360,1,80.00
1847,489,9215,2,254.24
1848,489,9227,1,50.85
1849,770,9212,3,254.24
1850,770,9197,3,72.03
1851,770,9211,2,275.42
1852,770,9207,2,275.42
1853,490,11010,1,50.85
1854,490,11015,3,50.85
1855,771,11013,1,50.85
1856,771,11017,3,50.85
1857,771,11034,3,152.54
1858,491,1212,2,90.00
1859,491,6310,2,180.00
1860,491,3787,3,125.00
1861,491,6304,3,140.00
1862,772,30,1,125.00
1863,772,6309,2,160.00
1864,772,1183,3,180.00
1865,772,6295,2,170.00
1866,492,1741,3,130.00
1867,492,3556,2,120.00
1868,492,9144,1,199.00
1869,773,546,2,160.00
1870,773,9070,3,200.00
1871,773,9097,1,200.00
1872,493,8099,3,220.00
1873,493,8097,3,170.00
1874,774,8097,3,170.00
1875,774,8098,1,160.00
1876,774,8099,2,220.00
1877,494,9501,2,385.90
1878,494,11847,3,275.40
1879,775,11867,3,275.40
1880,495,2275,2,149.00
1881,495,27897,2,129.00
1882,495,27911,2,99.00
1883,776,27895,2,119.00
1884,776,27900,1,89.00
1885,776,27895,2,119.00
1886,496,13035,2,189.00
1887,496,801,3,179.00
1888,496,3959,3,189.00
1889,777,4132,1,140.00
1890,777,13019,1,359.00
1891,777,3799,1,259.00
1892,777,5098,3,179.00
1893,497,15015,3,200.00
1894,778,5501,1,180.00
1895,778,15006,2,200.00
1896,778,15019,1,100.00
1897,498,8726,3,299.00
1898,498,8806,3,79.00
1899,498,5147,3,449.00
1900,779,818,1,299.00
1901,779,8710,1,349.00
1902,499,8260,3,50.00
1903,780,8256,3,50.00
1904,780,12298,1,70.00
1905,500,21354,3,130.00
1906,500,1202,1,150.00
1907,500,5098,1,180.00
1908,500,258,1,90.00
1909,781,258,1,90.00
1910,781,8557,1,140.00
1911,781,8115,3,140.00
1912,501,8289,2,160.00
1913,501,4096,3,80.00
1914,501,4096,1,80.00
1915,782,2625,3,140.00
1916,782,1380,1,90.00
1917,502,10559,1,169.00
1918,502,6565,1,35.00
1919,502,10564,2,169.00
1920,502,1219,2,159.00
1921,783,4026,2,179.00
1922,503,4132,2,140.00
1923,503,13008,2,190.00
1924,503,310,3,80.00
1925,503,17781,1,349.00
1926,504,19819,1,105.00
1927,505,23325,2,190.00
1928,505,23261,3,130.00
1929,506,4119,1,70.00
1930,507,14033,3,70.00
1931,508,15648,1,70.00
1932,508,1380,3,75.00
1933,508,1380,3,75.00
1934,509,30,2,50.00
1935,510,2732,2,30.00
1936,510,213,2,10.00
1937,510,205,1,30.00
1938,510,330,2,25.00
1939,511,22236,3,65.00
1940,511,12828,1,26.00
1941,511,22231,2,39.00
1942,512,3043,1,15.00
1943,512,2655,3,150.00
1944,512,921,3,20.00
1945,512,212,3,150.00
1946,513,2604,1,180.00
1947,513,12305,1,199.00
1948,513,12314,3,250.00
1949,513,12333,2,110.00
1950,514,330,3,70.00
1951,514,24926,3,90.00
1952,515,4968,2,190.00
1953,516,4798,1,45.00
1954,516,4790,3,50.00
1955,516,4796,3,35.00
1956,517,12023,2,300.00
1957,517,1202,2,150.00
1958,517,8231,2,220.00
1959,517,4220,2,180.00
1960,518,16799,2,160.00
1961,518,16812,1,349.00
1962,518,16801,2,150.00
1963,518,16814,1,449.00
1964,519,17181,2,180.00
1965,519,17174,3,190.00
1966,519,5609,1,180.00
1967,519,17199,2,180.00
1968,520,16821,3,60.00
1969,520,16823,3,120.00
1970,520,16837,2,160.00
1971,521,21572,2,320.00
1972,521,9259,1,600.00
1973,521,21576,3,180.00
1974,522,15705,1,176.00
1975,522,15909,1,351.00
1976,522,15807,1,221.00
1977,522,3798,2,260.00
1978,523,26911,3,50.00
1979,523,26848,2,110.00
1980,524,4781,2,90.00
1981,524,3784,1,90.00
1982,524,4778,1,100.00
1983,524,3789,2,90.00
1984,525,2272,2,170.00
1985,525,2299,1,160.00
1986,525,2277,2,240.00
1987,525,2263,3,120.00
1988,526,1028,1,69.00
1989,527,3795,2,150.00
1990,527,2275,1,170.00
1991,527,4129,2,85.00
1992,527,6435,2,180.00
1993,528,186,1,186.00
1994,528,159,2,105.00
1995,529,102,2,170.00
1996,530,12310,1,240.00
1997,530,568,3,190.00
1998,530,3997,2,190.00
1999,531,1380,1,200.00
2000,531,818,1,125.00
2001,531,4096,1,135.00
2002,531,2313,1,165.00
2003,532,22445,1,90.00
2004,532,22456,3,80.00
2005,532,22448,3,60.00
2006,533,6018,2,160.00
2007,533,3787,2,160.00
2008,534,3999,3,95.00
2009,534,256,2,90.00
2010,534,5232,3,120.00
2011,535,23987,1,250.00
2012,535,24015,1,290.00
2013,536,25242,3,300.00
2014,536,25240,3,250.00
2015,536,10286,2,250.00
2016,536,25216,1,250.00
2017,537,616,1,80.00
2018,538,1077,3,50.00
2019,539,72,3,169.00
2020,539,15057,3,80.00
2021,539,4735,2,110.00
2022,540,15649,2,249.00
2023,540,24674,1,299.00
2024,540,24633,2,319.00
2025,540,24676,1,329.00
2026,541,24690,2,249.00
2027,541,24686,3,279.00
2028,541,24674,1,299.00
2029,542,5660,2,70.00
2030,542,5616,1,150.00
2031,542,5658,3,65.00
2032,542,5655,3,180.00
2033,543,20977,3,75.00
2034,543,24,1,125.00
2035,543,20983,1,150.00
2036,544,5542,1,145.00
2037,544,15650,3,150.00
2038,544,6997,1,180.00
2039,544,15648,3,69.00
2040,545,19532,1,150.00
2041,545,19528,3,160.00
2042,545,16796,3,150.00
2043,545,19531,2,40.00
2044,546,9453,1,133.00
2045,547,2878,3,150.00
2046,547,2866,2,100.00
2047,547,2870,3,45.00
2048,548,1275,1,100.00
2049,548,24956,1,120.00
2050,549,18953,3,170.00
2051,549,18919,3,130.00
2052,549,18939,3,160.00
2053,549,18923,1,130.00
2054,550,6392,1,50.00
2055,550,4862,1,40.00
2056,550,3907,3,250.00
2057,550,6394,3,250.00
2058,551,22976,3,100.00
2059,551,1202,3,80.00
2060,551,28074,3,120.00
2061,552,9754,2,220.00
2062,552,798,1,160.00
2063,552,30,3,185.00
2064,553,7029,1,70.00
2065,553,8640,1,295.00
2066,553,310,3,125.00
2067,553,8463,3,275.00
2068,554,7947,2,150.00
2069,554,7942,3,330.00
2070,554,7952,3,50.00
2071,554,7959,1,30.00
2072,555,72,2,90.00
2073,555,18,2,120.00
2074,555,102,2,120.00
2075,555,53,2,65.00
2076,556,910,1,70.00
2077,557,1277,3,270.00
2078,557,1275,1,300.00
2079,557,1262,3,280.00
2080,558,1592,3,300.00
2081,559,3849,2,80.00
2082,559,6856,1,40.00
2083,559,6847,1,40.00
2084,560,17658,2,85.00
2085,560,17647,2,75.00
2086,561,7932,1,100.00
2087,562,25179,3,35.00
2088,563,24218,2,40.00
2089,563,24203,1,50.00
2090,563,24210,2,80.00
2091,564,19842,3,100.00
2092,564,19843,1,80.00
2093,564,19832,2,100.00
2094,786,7363,6,830.00
2095,6,733,1,89.00
2096,787,727,3,84.00
